canonical_composer,canonical_title,split,year,midi_filename,audio_filename,duration
Johann Sebastian Bach,"Overture in the French Style in B Minor, BWV 831",test,2013,ORIG-MIDI_01_7_10_13_Group_MID--AUDIO_07_R3_2013_wav--1.midi,2013/ORIG-MIDI_01_7_10_13_Group_MID--AUDIO_07_R3_2013_wav--1.wav,442.8267473
Johann Sebastian Bach,"Partita No. 1 in B-Flat Major, BWV 825 (Complete)",train,2014,MIDI-UNPROCESSED_14-15_R1_2014_MID--AUDIO_14_R1_2014_wav--1.midi,2014/MIDI-UNPROCESSED_14-15_R1_2014_MID--AUDIO_14_R1_2014_wav--1.wav,951.5428519
Johann Sebastian Bach,"Partita No. 2 in C Minor, I. Sinfonia",train,2013,ORIG-MIDI_02_7_8_13_Group__MID--AUDIO_12_R2_2013_wav--1.midi,2013/ORIG-MIDI_02_7_8_13_Group__MID--AUDIO_12_R2_2013_wav--1.wav,265.7743069
Johann Sebastian Bach,"Partita No. 4 in D Major, BWV 828",train,2018,MIDI-Unprocessed_Chamber4_MID--AUDIO_11_R3_2018_wav--1.midi,2018/MIDI-Unprocessed_Chamber4_MID--AUDIO_11_R3_2018_wav--1.wav,1091.690949
Johann Sebastian Bach,Partita No. 6 in E Minor,train,2009,2009/MIDI-Unprocessed_10_R1_2009_01-02_ORIG_MID--AUDIO_10_R1_2009_10_R1_2009_01_WAV.midi,2009/MIDI-Unprocessed_10_R1_2009_01-02_ORIG_MID--AUDIO_10_R1_2009_10_R1_2009_01_WAV.wav,1286.677399
Johann Sebastian Bach,"Partita in C Minor, BWV 826",train,2014,MIDI-UNPROCESSED_06-08_R1_2014_MID--AUDIO_07_R1_2014_wav--2.midi,2014/MIDI-UNPROCESSED_06-08_R1_2014_MID--AUDIO_07_R1_2014_wav--2.wav,1133.658054
Johann Sebastian Bach,Prelude & Fugue,train,2006,MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_01_Track01_wav.midi,2006/MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_01_Track01_wav.wav,452.4327741
Johann Sebastian Bach,Prelude & Fugue,train,2006,MIDI-Unprocessed_19_R1_2006_01-07_ORIG_MID--AUDIO_19_R1_2006_01_Track01_wav.midi,2006/MIDI-Unprocessed_19_R1_2006_01-07_ORIG_MID--AUDIO_19_R1_2006_01_Track01_wav.wav,290.6661089
Johann Sebastian Bach,"Prelude & Fugue in B flat minor, Book I, BWV 867",train,2013,ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_02_R1_2013_wav--1.midi,2013/ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_02_R1_2013_wav--1.wav,323.0191748
Johann Sebastian Bach,"Prelude & Fugue in G Minor, WTK II",train,2004,MIDI-Unprocessed_SMF_17_R1_2004_01-02_ORIG_MID--AUDIO_20_R2_2004_02_Track02_wav.midi,2004/MIDI-Unprocessed_SMF_17_R1_2004_01-02_ORIG_MID--AUDIO_20_R2_2004_02_Track02_wav.wav,311.7255761
Johann Sebastian Bach,"Prelude and Fuge in G-sharp Minor, WTC I, BWV 863",test,2011,MIDI-Unprocessed_11_R1_2011_MID--AUDIO_R1-D4_07_Track07_wav.midi,2011/MIDI-Unprocessed_11_R1_2011_MID--AUDIO_R1-D4_07_Track07_wav.wav,297.5157281
Johann Sebastian Bach,"Prelude and Fugue in  F-sharp Major, WTC I , BWV 858",test,2015,MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_02_R1_2015_wav--1.midi,2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_02_R1_2015_wav--1.wav,227.3354167
Johann Sebastian Bach,"Prelude and Fugue in A Major, WTC I, BWV 864",train,2015,MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_16_R1_2015_wav--1.midi,2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_16_R1_2015_wav--1.wav,211.6354167
Johann Sebastian Bach,"Prelude and Fugue in A Major, WTC II, BWV 888",train,2015,MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_13_R1_2015_wav--1.midi,2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_13_R1_2015_wav--1.wav,173.6114583
Johann Sebastian Bach,"Prelude and Fugue in A Minor, WTC I, BWV 865",train,2011,MIDI-Unprocessed_19_R1_2011_MID--AUDIO_R1-D7_12_Track12_wav.midi,2011/MIDI-Unprocessed_19_R1_2011_MID--AUDIO_R1-D7_12_Track12_wav.wav,316.2496838
Johann Sebastian Bach,"Prelude and Fugue in A Minor, WTC I, BWV 865",train,2011,MIDI-Unprocessed_25_R1_2011_MID--AUDIO_R1-D9_14_Track14_wav.midi,2011/MIDI-Unprocessed_25_R1_2011_MID--AUDIO_R1-D9_14_Track14_wav.wav,303.2355408
Johann Sebastian Bach,"Prelude and Fugue in A Minor, WTC I, BWV 865",train,2017,MIDI-Unprocessed_067_PIANO067_MID--AUDIO-split_07-07-17_Piano-e_3-03_wav--1.midi,2017/MIDI-Unprocessed_067_PIANO067_MID--AUDIO-split_07-07-17_Piano-e_3-03_wav--1.wav,309.229254
Johann Sebastian Bach,"Prelude and Fugue in A Minor, WTC II,  BWV 889",train,2011,MIDI-Unprocessed_06_R1_2011_MID--AUDIO_R1-D2_14_Track14_wav.midi,2011/MIDI-Unprocessed_06_R1_2011_MID--AUDIO_R1-D2_14_Track14_wav.wav,241.3779638
Johann Sebastian Bach,"Prelude and Fugue in A Minor, WTC II, BWV 847",train,2013,ORIG-MIDI_03_7_6_13_Group__MID--AUDIO_09_R1_2013_wav--1.midi,2013/ORIG-MIDI_03_7_6_13_Group__MID--AUDIO_09_R1_2013_wav--1.wav,220.7730164
Johann Sebastian Bach,"Prelude and Fugue in A Minor, WTC II, BWV 889",train,2015,MIDI-Unprocessed_R1_D1-9-12_mid--AUDIO-from_mp3_12_R1_2015_wav--1.midi,2015/MIDI-Unprocessed_R1_D1-9-12_mid--AUDIO-from_mp3_12_R1_2015_wav--1.wav,236.1854167
Johann Sebastian Bach,"Prelude and Fugue in A Minor, WTC II, BWV 889",train,2011,MIDI-Unprocessed_15_R1_2011_MID--AUDIO_R1-D6_07_Track07_wav.midi,2011/MIDI-Unprocessed_15_R1_2011_MID--AUDIO_R1-D6_07_Track07_wav.wav,244.3734202
Johann Sebastian Bach,"Prelude and Fugue in A Minor, WTC II, BWV 889",train,2017,MIDI-Unprocessed_052_PIANO052_MID--AUDIO-split_07-06-17_Piano-e_3-03_wav--2.midi,2017/MIDI-Unprocessed_052_PIANO052_MID--AUDIO-split_07-06-17_Piano-e_3-03_wav--2.wav,241.0778785
Johann Sebastian Bach,"Prelude and Fugue in A Minor, WTC II, BWV 889",train,2017,MIDI-Unprocessed_054_PIANO054_MID--AUDIO-split_07-07-17_Piano-e_1-02_wav--1.midi,2017/MIDI-Unprocessed_054_PIANO054_MID--AUDIO-split_07-07-17_Piano-e_1-02_wav--1.wav,225.7403469
Johann Sebastian Bach,"Prelude and Fugue in A Minor, WTC II, BWV 889",train,2017,MIDI-Unprocessed_062_PIANO062_MID--AUDIO-split_07-07-17_Piano-e_2-07_wav--2.midi,2017/MIDI-Unprocessed_062_PIANO062_MID--AUDIO-split_07-07-17_Piano-e_2-07_wav--2.wav,215.6367639
Johann Sebastian Bach,"Prelude and Fugue in A-flat Major, WTC I",test,2008,MIDI-Unprocessed_13_R1_2008_01-04_ORIG_MID--AUDIO_13_R1_2008_wav--1.midi,2008/MIDI-Unprocessed_13_R1_2008_01-04_ORIG_MID--AUDIO_13_R1_2008_wav--1.wav,230.5539895
Johann Sebastian Bach,"Prelude and Fugue in A-flat Major, WTC I, BWV 862",test,2013,ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_04_R1_2013_wav--1.midi,2013/ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_04_R1_2013_wav--1.wav,208.1942363
Johann Sebastian Bach,"Prelude and Fugue in B Major, WTC I, BWV 868",validation,2014,MIDI-UNPROCESSED_01-03_R1_2014_MID--AUDIO_03_R1_2014_wav--2.midi,2014/MIDI-UNPROCESSED_01-03_R1_2014_MID--AUDIO_03_R1_2014_wav--2.wav,188.697728
Johann Sebastian Bach,"Prelude and Fugue in B Major, WTC II, BWV 892",train,2011,MIDI-Unprocessed_09_R1_2011_MID--AUDIO_R1-D3_12_Track12_wav.midi,2011/MIDI-Unprocessed_09_R1_2011_MID--AUDIO_R1-D3_12_Track12_wav.wav,347.649225
Johann Sebastian Bach,"Prelude and Fugue in B Major, WTC II, BWV 892",train,2017,MIDI-Unprocessed_055_PIANO055_MID--AUDIO-split_07-07-17_Piano-e_1-04_wav--1.midi,2017/MIDI-Unprocessed_055_PIANO055_MID--AUDIO-split_07-07-17_Piano-e_1-04_wav--1.wav,347.0933847
Johann Sebastian Bach,"Prelude and Fugue in B Minor, WTC II",train,2008,MIDI-Unprocessed_06_R1_2008_01-04_ORIG_MID--AUDIO_06_R1_2008_wav--1.midi,2008/MIDI-Unprocessed_06_R1_2008_01-04_ORIG_MID--AUDIO_06_R1_2008_wav--1.wav,223.9006842
Johann Sebastian Bach,"Prelude and Fugue in B Minor, WTC II",train,2008,MIDI-Unprocessed_09_R1_2008_01-05_ORIG_MID--AUDIO_09_R1_2008_wav--1.midi,2008/MIDI-Unprocessed_09_R1_2008_01-05_ORIG_MID--AUDIO_09_R1_2008_wav--1.wav,224.9503627
Johann Sebastian Bach,"Prelude and Fugue in B Minor, WTC II, BWV 893",train,2013,ORIG-MIDI_03_7_6_13_Group__MID--AUDIO_10_R1_2013_wav--1.midi,2013/ORIG-MIDI_03_7_6_13_Group__MID--AUDIO_10_R1_2013_wav--1.wav,254.6792325
Johann Sebastian Bach,"Prelude and Fugue in B-Moll, No. 22 WTKII",test,2004,MIDI-Unprocessed_XP_03_R1_2004_01-02_ORIG_MID--AUDIO_03_R1_2004_01_Track01_wav.midi,2004/MIDI-Unprocessed_XP_03_R1_2004_01-02_ORIG_MID--AUDIO_03_R1_2004_01_Track01_wav.wav,420.4496144
Johann Sebastian Bach,"Prelude and Fugue in B-flat Minor, WTC I, BWV 867",train,2015,MIDI-Unprocessed_R1_D2-21-22_mid--AUDIO-from_mp3_22_R1_2015_wav--1.midi,2015/MIDI-Unprocessed_R1_D2-21-22_mid--AUDIO-from_mp3_22_R1_2015_wav--1.wav,313.1677083
Johann Sebastian Bach,"Prelude and Fugue in B-flat Minor, WTC I, BWV 867",train,2013,ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_15_R1_2013_wav--1.midi,2013/ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_15_R1_2013_wav--1.wav,316.2283163
Johann Sebastian Bach,"Prelude and Fugue in B-flat Minor, WTC I, BWV 867",train,2013,ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_18_R1_2013_wav--1.midi,2013/ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_18_R1_2013_wav--1.wav,352.8094763
Johann Sebastian Bach,"Prelude and Fugue in B-flat Minor, WTC I, BWV 867",train,2011,MIDI-Unprocessed_16_R1_2011_MID--AUDIO_R1-D6_12_Track12_wav.midi,2011/MIDI-Unprocessed_16_R1_2011_MID--AUDIO_R1-D6_12_Track12_wav.wav,337.9897795
Johann Sebastian Bach,"Prelude and Fugue in B-flat Minor, WTC II",test,2008,MIDI-Unprocessed_03_R1_2008_01-04_ORIG_MID--AUDIO_03_R1_2008_wav--1.midi,2008/MIDI-Unprocessed_03_R1_2008_01-04_ORIG_MID--AUDIO_03_R1_2008_wav--1.wav,360.5338275
Johann Sebastian Bach,"Prelude and Fugue in C Major, WTC  II, BWV 870",train,2015,MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_17_R1_2015_wav--1.midi,2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_17_R1_2015_wav--1.wav,233.1791667
Johann Sebastian Bach,"Prelude and Fugue in C Major, WTC II, BWV 846",train,2014,MIDI-UNPROCESSED_16-18_R1_2014_MID--AUDIO_16_R1_2014_wav--1.midi,2014/MIDI-UNPROCESSED_16-18_R1_2014_MID--AUDIO_16_R1_2014_wav--1.wav,239.8875806
Johann Sebastian Bach,"Prelude and Fugue in C Major, WTC II, BWV 870",train,2015,MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_20_R1_2015_wav--1.midi,2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_20_R1_2015_wav--1.wav,258.54375
Johann Sebastian Bach,"Prelude and Fugue in C Minor, WTC II, BWV 871",train,2011,MIDI-Unprocessed_21_R1_2011_MID--AUDIO_R1-D8_07_Track07_wav.midi,2011/MIDI-Unprocessed_21_R1_2011_MID--AUDIO_R1-D8_07_Track07_wav.wav,238.7297292
Johann Sebastian Bach,"Prelude and Fugue in C sharp major, WTC I, BWV 848",train,2011,MIDI-Unprocessed_24_R1_2011_MID--AUDIO_R1-D9_08_Track08_wav.midi,2011/MIDI-Unprocessed_24_R1_2011_MID--AUDIO_R1-D9_08_Track08_wav.wav,202.5492098
Johann Sebastian Bach,"Prelude and Fugue in C-Sharp Major, WTC I, BWV 848",train,2011,MIDI-Unprocessed_04_R1_2011_MID--AUDIO_R1-D2_02_Track02_wav.midi,2011/MIDI-Unprocessed_04_R1_2011_MID--AUDIO_R1-D2_02_Track02_wav.wav,208.3785309
Johann Sebastian Bach,"Prelude and Fugue in C-Sharp Major, WTC I, BWV 848",train,2011,MIDI-Unprocessed_12_R1_2011_MID--AUDIO_R1-D4_15_Track15_wav.midi,2011/MIDI-Unprocessed_12_R1_2011_MID--AUDIO_R1-D4_15_Track15_wav.wav,202.9591988
Johann Sebastian Bach,"Prelude and Fugue in C-Sharp Minor, WTC I, BWV 849",validation,2014,MIDI-UNPROCESSED_01-03_R1_2014_MID--AUDIO_02_R1_2014_wav--1.midi,2014/MIDI-UNPROCESSED_01-03_R1_2014_MID--AUDIO_02_R1_2014_wav--1.wav,328.4505263
Johann Sebastian Bach,"Prelude and Fugue in C-sharp Major, BWV 848",train,2013,ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_13_R1_2013_wav--1.midi,2013/ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_13_R1_2013_wav--1.wav,208.5374517
Johann Sebastian Bach,"Prelude and Fugue in C-sharp Major, WTC I",train,2008,MIDI-Unprocessed_02_R1_2008_01-05_ORIG_MID--AUDIO_02_R1_2008_wav--1.midi,2008/MIDI-Unprocessed_02_R1_2008_01-05_ORIG_MID--AUDIO_02_R1_2008_wav--1.wav,180.019852
Johann Sebastian Bach,"Prelude and Fugue in C-sharp Major, WTC I",train,2008,MIDI-Unprocessed_10_R1_2008_01-04_ORIG_MID--AUDIO_10_R1_2008_wav--1.midi,2008/MIDI-Unprocessed_10_R1_2008_01-04_ORIG_MID--AUDIO_10_R1_2008_wav--1.wav,195.6889069
Johann Sebastian Bach,"Prelude and Fugue in C-sharp Major, WTC I, BWV 848",train,2015,MIDI-Unprocessed_R1_D1-9-12_mid--AUDIO-from_mp3_09_R1_2015_wav--1.midi,2015/MIDI-Unprocessed_R1_D1-9-12_mid--AUDIO-from_mp3_09_R1_2015_wav--1.wav,217.7302083
Johann Sebastian Bach,"Prelude and Fugue in C-sharp Major, WTC I, BWV 848",train,2013,ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_12_R1_2013_wav--1.midi,2013/ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_12_R1_2013_wav--1.wav,211.0614877
Johann Sebastian Bach,"Prelude and Fugue in C-sharp Major, WTC I, BWV 848",train,2017,MIDI-Unprocessed_059_PIANO059_MID--AUDIO-split_07-07-17_Piano-e_2-03_wav--1.midi,2017/MIDI-Unprocessed_059_PIANO059_MID--AUDIO-split_07-07-17_Piano-e_2-03_wav--1.wav,194.0471261
Johann Sebastian Bach,"Prelude and Fugue in C-sharp Minor, Book I, BWV 849",validation,2018,MIDI-Unprocessed_Recital4_MID--AUDIO_04_R1_2018_wav--1.midi,2018/MIDI-Unprocessed_Recital4_MID--AUDIO_04_R1_2018_wav--1.wav,454.2463406
Johann Sebastian Bach,"Prelude and Fugue in C-sharp Minor, WTC I",validation,2008,MIDI-Unprocessed_17_R1_2008_01-04_ORIG_MID--AUDIO_17_R1_2008_wav--1.midi,2008/MIDI-Unprocessed_17_R1_2008_01-04_ORIG_MID--AUDIO_17_R1_2008_wav--1.wav,322.8789506
Johann Sebastian Bach,"Prelude and Fugue in C-sharp Minor, WTC I, BWV 849",validation,2017,MIDI-Unprocessed_044_PIANO044_MID--AUDIO-split_07-06-17_Piano-e_1-04_wav--1.midi,2017/MIDI-Unprocessed_044_PIANO044_MID--AUDIO-split_07-06-17_Piano-e_1-04_wav--1.wav,439.369642
Johann Sebastian Bach,"Prelude and Fugue in C-sharp Minor, WTC II",test,2008,MIDI-Unprocessed_11_R3_2008_01-04_ORIG_MID--AUDIO_11_R3_2008_wav--1.midi,2008/MIDI-Unprocessed_11_R3_2008_01-04_ORIG_MID--AUDIO_11_R3_2008_wav--1.wav,381.53808
Johann Sebastian Bach,"Prelude and Fugue in D Major, Book II",train,2018,MIDI-Unprocessed_Recital17-19_MID--AUDIO_17_R1_2018_wav--1.midi,2018/MIDI-Unprocessed_Recital17-19_MID--AUDIO_17_R1_2018_wav--1.wav,313.2889495
Johann Sebastian Bach,"Prelude and Fugue in D Major, WTC I, BWV 850",test,2011,MIDI-Unprocessed_18_R1_2011_MID--AUDIO_R1-D7_07_Track07_wav.midi,2011/MIDI-Unprocessed_18_R1_2011_MID--AUDIO_R1-D7_07_Track07_wav.wav,174.8409042
Johann Sebastian Bach,"Prelude and Fugue in D Major, WTC I, BWV 850",test,2017,MIDI-Unprocessed_053_PIANO053_MID--AUDIO-split_07-06-17_Piano-e_3-04_wav--1.midi,2017/MIDI-Unprocessed_053_PIANO053_MID--AUDIO-split_07-06-17_Piano-e_3-04_wav--1.wav,208.6229094
Johann Sebastian Bach,"Prelude and Fugue in D Major, WTC II, BWV 874",train,2015,MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_19_R1_2015_wav--1.midi,2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_19_R1_2015_wav--1.wav,373.1927083
Johann Sebastian Bach,"Prelude and Fugue in D Major, WTC II, BWV 874",train,2013,ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_05_R1_2013_wav--1.midi,2013/ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_05_R1_2013_wav--1.wav,352.8335147
Johann Sebastian Bach,"Prelude and Fugue in D Major, WTC II, BWV 874",train,2011,MIDI-Unprocessed_01_R1_2011_MID--AUDIO_R1-D1_02_Track02_wav.midi,2011/MIDI-Unprocessed_01_R1_2011_MID--AUDIO_R1-D1_02_Track02_wav.wav,153.4600495
Johann Sebastian Bach,"Prelude and Fugue in D Major, WTC II, BWV 874",train,2011,MIDI-Unprocessed_01_R1_2011_MID--AUDIO_R1-D1_03_Track03_wav.midi,2011/MIDI-Unprocessed_01_R1_2011_MID--AUDIO_R1-D1_03_Track03_wav.wav,171.8307577
Johann Sebastian Bach,"Prelude and Fugue in D Minor, Book II",validation,2004,MIDI-Unprocessed_XP_09_R1_2004_01-02_ORIG_MID--AUDIO_09_R1_2004_01_Track01_wav.midi,2004/MIDI-Unprocessed_XP_09_R1_2004_01-02_ORIG_MID--AUDIO_09_R1_2004_01_Track01_wav.wav,203.7184161
Johann Sebastian Bach,"Prelude and Fugue in D Minor, WTC I, BWV 851",train,2011,MIDI-Unprocessed_23_R1_2011_MID--AUDIO_R1-D9_02_Track02_wav.midi,2011/MIDI-Unprocessed_23_R1_2011_MID--AUDIO_R1-D9_02_Track02_wav.wav,220.7609972
Johann Sebastian Bach,"Prelude and Fugue in D Minor, WTC II,  BWV 875",validation,2011,MIDI-Unprocessed_14_R1_2011_MID--AUDIO_R1-D6_02_Track02_wav.midi,2011/MIDI-Unprocessed_14_R1_2011_MID--AUDIO_R1-D6_02_Track02_wav.wav,228.760455
Johann Sebastian Bach,"Prelude and Fugue in D Minor, WTC II, BWV 875",validation,2013,ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_14_R1_2013_wav--1.midi,2013/ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_14_R1_2013_wav--1.wav,213.6242522
Johann Sebastian Bach,"Prelude and Fugue in D Minor, WTC II, BWV 875",validation,2017,MIDI-Unprocessed_065_PIANO065_MID--AUDIO-split_07-07-17_Piano-e_3-01_wav--1.midi,2017/MIDI-Unprocessed_065_PIANO065_MID--AUDIO-split_07-07-17_Piano-e_3-01_wav--1.wav,208.592995
Johann Sebastian Bach,"Prelude and Fugue in D major, WTC I",test,2008,MIDI-Unprocessed_14_R1_2008_01-05_ORIG_MID--AUDIO_14_R1_2008_wav--1.midi,2008/MIDI-Unprocessed_14_R1_2008_01-05_ORIG_MID--AUDIO_14_R1_2008_wav--1.wav,230.4458166
Johann Sebastian Bach,"Prelude and Fugue in D-flat Major, WTC I, BWV 848",train,2011,MIDI-Unprocessed_08_R1_2011_MID--AUDIO_R1-D3_07_Track07_wav.midi,2011/MIDI-Unprocessed_08_R1_2011_MID--AUDIO_R1-D3_07_Track07_wav.wav,200.2148105
Johann Sebastian Bach,"Prelude and Fugue in D-flat Major, WTC I, BWV 848",train,2017,MIDI-Unprocessed_049_PIANO049_MID--AUDIO-split_07-06-17_Piano-e_2-06_wav--1.midi,2017/MIDI-Unprocessed_049_PIANO049_MID--AUDIO-split_07-06-17_Piano-e_2-06_wav--1.wav,229.8311388
Johann Sebastian Bach,"Prelude and Fugue in D-sharp Minor, WTC II, BWV 877",test,2013,ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_11_R1_2013_wav--1.midi,2013/ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_11_R1_2013_wav--1.wav,388.6307545
Johann Sebastian Bach,"Prelude and Fugue in E Major, WTC I, BWV 854",train,2013,ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_08_R1_2013_wav--1.midi,2013/ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_08_R1_2013_wav--1.wav,157.071157
Johann Sebastian Bach,"Prelude and Fugue in E Major, WTC I, BWV 854",train,2013,ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_17_R1_2013_wav--1.midi,2013/ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_17_R1_2013_wav--1.wav,141.1991109
Johann Sebastian Bach,"Prelude and Fugue in E Major, WTC I, BWV 854",train,2011,MIDI-Unprocessed_03_R1_2011_MID--AUDIO_R1-D1_15_Track15_wav.midi,2011/MIDI-Unprocessed_03_R1_2011_MID--AUDIO_R1-D1_15_Track15_wav.wav,144.9410944
Johann Sebastian Bach,"Prelude and Fugue in E Major, WTC I, BWV 854",train,2017,MIDI-Unprocessed_041_PIANO041_MID--AUDIO-split_07-06-17_Piano-e_1-01_wav--1.midi,2017/MIDI-Unprocessed_041_PIANO041_MID--AUDIO-split_07-06-17_Piano-e_1-01_wav--1.wav,151.0174224
